CandidateID,skills,major_field_of_studies,positions,responsibilities
C6700,"['accounting software', 'AutoCAD', 'balance', 'budget', 'capital expenditures', 'handling cash', 'Civil Engineering', 'interpersonal communications', 'Consulting', 'contracts', 'prepare contract', 'Client', 'customer care', 'DC', 'Design and Construction', 'Engineering Design', 'expense reports', 'filing', 'marketing research', 'Materials', 'meetings', 'MS Excel', 'office', 'MS PowerPoint', 'MS Word', 'MicroStation', 'peak', 'Prime', 'project plans', 'Express', 'recording', 'Specification', 'Transportation', 'utilities', 'written communication']",['Civil Engineering'],"['Engineering Assistant', 'Medical Receptionist', 'Teller', 'Engineer Technician IV']","Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution"
C1145,"['Business Associate', 'Program Management', 'Presales', 'Artificial Intelligence', 'Data Analytics', 'Telecommunication', 'Machine Learning', 'Cloud', 'M&E', 'Conversational AI', 'Predictive Analytics', 'Sales', 'Business Development', 'NLP', 'RFP', 'Computer Vision']",['Computers'],['Business Associate'],"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO"
C1088,"['Python', 'MySQL', 'Tensorflow', 'Keras', 'Machine Learning', 'Deep Learning']",['Chemical'],['Intern'],"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support"
C7263,"['Microsoft Office Suite', 'VideoScribe Software', 'PeopleSoft Finance Applications', 'Accounting', 'billing', 'Change Management', 'contracts', 'Client Relations', 'Database', 'delivery', 'Eclipse', 'Finance', 'financial reporting', 'financial statements', 'Front Office', 'hiring', 'instructor', 'Instructional Design', 'Leadership training', 'logistics', 'managing', 'needs analysis', 'payables', 'PeopleSoft HRMS', 'PeopleSoft', 'personnel', 'Program Management', 'Project Management', 'project plans', 'Teaching', 'training materials', 'training design and development', 'training material', 'training programs', 'upgrade', 'view']","['Education with an option in Online Teaching and Learning', 'Accounting', 'Business Administration']","['Senior Manager', 'Instructional Designer/Training Manager/Database Manager/Senior Accountant', 'Online Course Instructor']","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting"
C2274,"['accounting system', 'Accounts Payable', 'Administrative support', 'agency', 'auditing', 'budget', 'clerical', 'Closing', 'conferences', 'Contracts', 'copying', 'client', 'clients', 'Customer service', 'customer service skills', 'database', 'editing', 'e-mail', 'English', 'faxing', 'filing', 'Finance', 'Financial', 'Financial Analyst', 'financial reports', 'forms', 'Human Resources', 'marketing materials', 'meetings', 'Access', 'Excel', 'mail', 'Microsoft Office', 'Outlook', 'PowerPoint presentations', 'Word', 'Communicator', 'organizing', 'payroll', 'People Soft', 'personnel', 'quick learner', 'safety', 'scanning', 'Spanish', 'spreadsheets', 'spreadsheet', 'tables', 'team player', 'telephone', 'transportation', 'Written']","['Business Management Accounting, Psychology']","['Accountant I', 'Intern', 'Security Officer']","Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis"
C2944,"['Data Analyst', 'Data Mining', 'Data Visualization', 'Text Analytics', 'Data Collection', 'Data Cleaning', 'Business Analysis', 'Python', 'SQL', 'Google Bigquery', 'Tableau', 'Kibana', 'MS Excel/ MS Office', 'Linux', 'Elastic Search', 'Machine Learning']",['N/A'],['Blockchain Analyst'],"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation"
C2109,"['Software Engineer', 'Software Developer', 'C++', 'C#', 'Jenkins', 'SpringBoot', 'Django', 'Python', 'SAP', 'Firebase']",['Civil'],['Intern'],"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws"
C0170,"['SAAS', 'Data Analyst', 'SQL', 'SPSS', 'Statistical Analysis', 'Microsoft Azure', 'Power Bi', 'MySQL', 'Excel', 'Data Visualization', 'Data Interpretation', 'Data Extraction', 'Cloud Computing', 'Business Intelligence']",['Electrical'],['Associate Data Engineer'],"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution"
C0268,"['automotive', 'basic', 'broadcast', 'cables', 'cable', 'cabling', 'carpentry', 'chill', 'CA', 'conversion', 'Council', 'SC', 'Direction', 'documentation', 'electrical systems', 'electronics', 'equipment installation', 'experimentation', 'FAX', 'forms', 'government', 'GPS', 'HVAC', 'inspecting', 'Inspection', 'laboratory testing', 'leadership', 'team leadership', 'Team Lead', 'team leader', 'lighting', 'Logic', 'Maple', 'mechanical', 'Navy', 'NDS', 'Network', 'OSS', 'personnel', 'plumbing', 'Positioning', 'Power Supply', 'power supplies', 'quality', 'Radio', 'recording', 'San', 'scheduling', 'sorting', 'technical documentation', 'Technician V', 'telecommunications', 'transmission', 'troubleshooting', 'UHF', 'upgrades', 'upgrade', 'VHF', 'Video', 'welder', 'welding', 'written communications']",['Electrical Apprenticeship'],"['Engineering Technician V', 'Engineering Technician V', 'Maintenance Technician', 'Installation Technician', 'Electrical/Mechanical Foreman', 'Electrical Apprentice']","Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution"
C5240,"['Administrative support', 'scheduling appointments', 'benefits', 'billing', 'conferences', 'Contract administration', 'data base', 'documentation', 'filing', 'forms', 'home care', 'home health', 'Human Resources', 'HR', 'insurance', 'maintaining inventory', 'leadership', 'Director', 'Management Skills', 'market', 'SharePoint', 'Internet Research', 'patient safety', 'personnel', 'policies', 'presentations', 'pricing', 'public relations', 'purchasing', 'quality', 'research', 'scheduling', 'staffing', 'phone', 'transportation', 'travel arrangements']",['Interdisciplinary Studies'],"['Business Development & Marketing', 'Corporate Associate / HR Assistant', 'Admissions Director', 'Office Coordinator', 'Admissions Coordinator']","Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution"
C2570,"['Academic', 'Documentation', 'Edge', 'Fiber optics', 'Laser', 'Mechanical', 'Scanning']","['Mechanical Engineering', 'Bio-Industrial Mechatronics Engineering', 'Mechanical Engineering']","['Process Engineering Intern', 'Research Assistant', 'Graduate Researcher']","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support"
C5610,"['Data Analysis', 'Data Mining', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence']",['CSE'],"['N/A', 'Data Consultant']","Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




"
C5843,"['Microsoft Project', 'Microsoft Office', 'Microsoft Visio', 'IBM Rationale DOORS', 'Communication/Presentations', 'Risk Analysis', 'Process Improvement', 'CMPro', 'Air Force', 'budget', 'Hardware', 'Conflict Management', 'continuous improvement', 'DC', 'delivery', 'DOORS', 'electrical engineering', 'electrical systems', 'Engineer', 'Estimating', 'senior management', 'functional', 'drawing', 'Hardware Design', 'IBM', 'Leadership', 'Team Leadership', 'Leadership Development', 'Materials', 'mechanical', 'mechanical engineering', 'Microsoft Visio', 'Navy', 'peer review', 'power distribution', 'power supplies', 'Presentations', 'Process Improvement', 'procurement', 'producing', 'Project Management', 'Project Planning', 'proposals', 'quality', 'Risk Analysis', 'schematics', 'Siemens', 'software engineering', 'staffing', 'Systems Engineering', 'video']","[None, 'Electrical Engineering', None]","['Multi-Skilled Engineering Manager', 'Lead Systems Engineer', 'Lead Electrical Engineer', 'Electrical Engineer']","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration"
C0316,"['Account Reconciliation', 'Accounting', 'Accounts Payable', 'Accounts Receivable', 'AR', 'Billing', 'Budget', 'Cash Handling', 'Closing', 'Coaching', 'Communication Skills', 'Contracts', 'Credit', 'Customer Service', 'Financial', 'Forms', 'General Ledger', 'General Ledger Accounts', 'Grants', 'Groupwise', 'Instructing', 'Mentoring', 'Merchandising', 'Microsoft Office', 'Outlook', 'Organizational Skills', 'Packaging', 'Policies', 'Pricing', 'Public Speaking', 'Purchasing', 'Receiving', 'Reconciling', 'Research', 'Spreadsheets', 'Team Player', 'Time Management', 'Year-End']","['Accounting', 'Finance', 'Strategic Management']","['Accountant III', 'Assistant Accountant', 'Accounting Clerk B', 'Accounting Instructor', 'Student Accounts Representative/Bookkeeper']","Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication"
C7952,"['Software Engineer', 'Software Developer', 'C++', 'C#', 'Jenkins', 'SpringBoot', 'Django', 'Python', 'SAP', 'Firebase']",['Civil'],['Intern'],"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution"
C3032,"['3d', 'accounting', 'Accountant', 'Accounts receivables', 'Adobe Illustrator', 'Adobe Photoshop', 'Pagemaker', 'Audio Editing', 'auditing', 'banking', 'book', 'Budget preparation', 'contracts', 'cost analysis', 'credit', 'clients', 'debit', 'Dec', 'documentation', 'Dos', 'senior Management', 'finance', 'Financial', 'financial management', 'Preparation of Financial Statements', 'HR', 'Inspection', 'Inventory', 'inventory control', 'Macro Media Director', 'MS Office', '2K', 'Windows 9.x', 'works', 'MIS', 'modeling', 'Developer 2000', 'Oracle 8I', 'Oracle', 'payroll', 'policies', 'reporting', 'Sales', 'tax', 'Video Editing']","['Finance', 'N/A']","['Accountant', 'Accountant', 'Accountant', 'Accountant', 'Account Assistant', 'Account Assistant']","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws"
C1079,"['Machine Learning', 'Data Transition', 'Natural Language Processing', 'Predictive Analytics', 'Data Cleaning', 'Data Visualization', 'Deep Learning', 'BeRT Modelling', 'Tensorflow', 'Python', 'SciKit Learn', 'Data computation libraries in python']",['Electrical'],['NLP Analyst'],"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting"
C0246,"['Adobe Creative Suite', 'Adobe Acrobat', 'Photoshop', 'advertising', 'API', 'benefits', 'Branding', 'business development', 'competitive', 'Competitive Analysis', 'Content Development', 'creativity', 'CRM', 'Client Support', 'data management', 'Illustrator', 'InDesign', 'DIRECTOR', 'marketing plans', 'Market Research', 'Marketing Strategies', 'marketing strategist', 'marketing', 'market', 'Media Relations', 'messaging', 'Microsoft Dynamics', 'MS Outlook', 'works', 'communicator', 'organizational skills', 'outside sales', 'Positioning', 'presenter', 'problem-solver', 'processes', 'purchasing', 'quality control', 'Fast learner', 'Real Estate', 'reporting', 'research', 'Sales', 'software development', 'strategy', 'strategic', 'technical sales', 'trainer', 'Training Materials', 'vision', 'writer']",['N/A'],"['Director of Business Development', 'Director of Franchise Sales', 'N/A']","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




"
C7655,"['Data Analysis', 'Data Visualization', 'Deep Learning', 'Machine Learning', 'Adobe Analytics', 'Excel', 'Matplotlib', 'Python']",['IT'],['Analyst Support'],"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration"
